X=1;#1_RESERVE ZZSEQ FAULT
X=7012;#7012_X ASB MODULESTATUS ETHERNET MODULE FAILURE STRATIX
X=5129;#5129_FAULT
X=7008;#7008_X NVM MODULESTATUS ETHERNET MODULE FAILURE STRATIX
X=700;#700_RESERVE ZZSEQ FAULT
X=4040;#4040_RESET OK
X=7065;#7065_THE F F F BREAKER OK
X=10085;#10085_RESERVE ZZSEQ FAULT
X=7071;#7071_RESERVE ZZSEQ FAULT
X=7070;#7070_X SEALER S LADDER OUT OF POSITION ROBOT R
X=7062;#7062_THE U STRATIX FAULT ETHERNET STRATIX
X=7060;#7060_THE U STRATIX FAULT ETHERNET STRATIX
X=7058;#7058_XR VM MODULESTATUS ISLAND VALVE FAULT ETHERNET
X=7052;#7052_X BSB MODULESTATUS ETHERNET MODULE FAILURE STRATIX
X=7056;#7056_XR VM MODULESTATUS ISLAND VALVE FAULT ETHERNET
X=7054;#7054_X BVM MODULESTATUS ETHERNET MODULE FAILURE STRATIX
X=7057;#7057_XR VM MODULESTATUS ISLAND VALVE FAULT ETHERNET
X=2862;#2862_W R RVZ END END OF LIFE ELECTRODE
X=7123;#7123_RESERVE ZZSEQ FAULT
X=7094;#7094_RESERVE ZZSEQ FAULT
X=7114;#7114_RESERVE ZZSEQ FAULT
X=7097;#7097_THE S CHANNEL EMERGENCY STOP PV
X=7110;#7110_RESERVE ZZSEQ FAULT
X=7115;#7115_RESERVE ZZSEQ FAULT
X=7095;#7095_RESERVE ZZSEQ FAULT
X=7108;#7108_THE S CHANNEL EMERGENCY STOP PORTAO
X=7106;#7106_THE S CHANNEL EMERGENCY STOP PORTAO
X=7122;#7122_RESERVE ZZSEQ FAULT
X=7112;#7112_RESERVE ZZSEQ FAULT
X=7102;#7102_THE S CHANNEL EMERGENCY STOP PORTAO
X=7117;#7117_THE S EMERGENCY STOP CHANNEL PANEL OPERATOR
X=7118;#7118_THE S EMERGENCY STOP CHANNEL PANEL OPERATOR
X=7100;#7100_THE S CHANNEL EMERGENCY STOP PORTAO
X=228;#228_THE S THE SECURITY GATE CLOSED
X=2869;#2869_W TRQ R RVZ MILL REQUIRED
X=2865;#2865_W R RVZ END END OF LIFE ELECTRODE
X=7113;#7113_RESERVE ZZSEQ FAULT
X=2568;#2568_R R JRDY WORK READY
X=2879;#2879_RESERVE ZZSEQ FAULT
X=7111;#7111_RESERVE ZZSEQ FAULT
X=2876;#2876_W TRQ R RVZ MILL REQUIRED
X=7101;#7101_THE S CHANNEL EMERGENCY STOP PORTAO
X=7119;#7119_RESERVE ZZSEQ FAULT
X=7103;#7103_THE S CHANNEL EMERGENCY STOP PORTAO
X=7116;#7116_THE S EMERGENCY STOP CHANNEL PANEL OPERATOR
X=7099;#7099_THE S CHANNEL EMERGENCY STOP PV
X=2916;#2916_G S R RVZ CALIPER FAILURE OF SPEED OF FRES
X=2787;#2787_W S R RVZ CALIPER TEMPERATURE EXCEEDED
X=2866;#2866_W R RVZ END END OF LIFE ELECTRODE
X=7198;#7198_R LES THE EMERGENCY STOP ROBOT
X=2848;#2848_W R RVZ END END OF LIFE ELECTRODE
X=2878;#2878_RESERVE ZZSEQ FAULT
X=2870;#2870_W TRQ R RVZ MILL REQUIRED
X=2854;#2854_W R RVZ END END OF LIFE ELECTRODE
X=7107;#7107_THE S CHANNEL EMERGENCY STOP PORTAO
X=2875;#2875_W TRQ R RVZ MILL REQUIRED
X=2914;#2914_G S R RVZ CALIPER FAILURE OF SPEED OF FRES
X=2905;#2905_R RVZ WITHOUT WELDING
X=2917;#2917_G S R RVZ CALIPER FAILURE OF SPEED OF FRES
X=7206;#7206_R LES THE EMERGENCY STOP ROBOT
X=12143;#12143_FAULT
X=2881;#2881_W TRQ R RVZ MILL REQUIRED
X=2910;#2910_RESERVE ZZSEQ FAULT
X=2863;#2863_W R RVZ END END OF LIFE ELECTRODE
X=2851;#2851_W R RVZ END END OF LIFE ELECTRODE
X=2871;#2871_W TRQ R RVZ MILL REQUIRED
X=2877;#2877_W TRQ R RVZ MILL REQUIRED
X=2872;#2872_W TRQ R RVZ MILL REQUIRED
X=2907;#2907_R RVZ WITHOUT WELDING
X=2904;#2904_R RVZ WITHOUT WELDING
X=12148;#12148_FAULT
X=9979;#9979_ZZSEQ INPOS STN PECA THIS
X=2906;#2906_R RVZ WITHOUT WELDING
X=2918;#2918_G S R RVZ CALIPER FAILURE OF SPEED OF FRES
X=7328;#7328_RESERVE ZZSEQ FAULT
X=2913;#2913_G S R RVZ CALIPER FAILURE OF SPEED OF FRES
X=12171;#12171_FAULT
X=7339;#7339_THE K AS RELAY OUTPUT B FIXT
X=7340;#7340_THE K AS RELAY OUTPUT FIXT C
X=7335;#7335_THE K AS RELAY OUTPUT FIXT C
X=7336;#7336_THE K AS RELAY OUTPUT FIXT D
X=12183;#12183_FAULT
X=2856;#2856_W R RVZ END END OF LIFE ELECTRODE
X=7334;#7334_THE K AS RELAY OUTPUT B FIXT
X=7337;#7337_THE K DRIVE ENABLES THE STA
X=2867;#2867_W R RVZ END END OF LIFE ELECTRODE
X=7342;#7342_RESERVE ZZSEQ FAULT
X=10055;#10055_RESERVE ZZSEQ FAULT
X=7338;#7338_THE K AS A RELAY OUTPUT FIXT
X=2850;#2850_W R RVZ END END OF LIFE ELECTRODE
X=2785;#2785_W S R RVZ CALIPER TEMPERATURE EXCEEDED
X=2784;#2784_W S R RVZ CALIPER TEMPERATURE EXCEEDED
X=10042;#10042_R WELDING WELDING READY
X=2783;#2783_RESERVE ZZSEQ FAULT
X=695;#695_RESERVE ZZSEQ FAULT
X=10047;#10047_R WELDING WELDING READY
X=10049;#10049_RESERVE ZZSEQ FAULT
X=2931;#2931_G S R RVZ CALIPER FAILURE OF SPEED OF FRES
X=2943;#2943_RESERVE ZZSEQ FAULT
X=2947;#2947_W CHG REPLACEMENT ELECTRODE
X=2939;#2939_G S R RVZ CALIPER FAILURE OF SPEED OF FRES
X=7897;#7897_RESERVE ZZSEQ FAULT
X=10056;#10056_RESERVE ZZSEQ FAULT
X=680;#680_RESERVE ZZSEQ FAULT
X=1462;#1462_RESERVE ZZSEQ FAULT
X=7815;#7815_RESERVE ZZSEQ FAULT
X=7818;#7818_RESERVE ZZSEQ FAULT
X=7820;#7820_RESERVE ZZSEQ FAULT
X=7793;#7793_RESERVE ZZSEQ FAULT
X=7810;#7810_RESERVE ZZSEQ FAULT
X=7762;#7762_RESERVE ZZSEQ FAULT
X=7773;#7773_RESERVE ZZSEQ FAULT
X=1892;#1892_CONFIRMS R DESELECTION
X=7749;#7749_RESERVE ZZSEQ FAULT
X=7747;#7747_RESERVE ZZSEQ FAULT
X=1531;#1531_RESERVE ZZSEQ FAULT
X=1536;#1536_RESERVE ZZSEQ FAULT
X=7679;#7679_RESERVE ZZSEQ FAULT
X=7705;#7705_RESERVE ZZSEQ FAULT
X=7678;#7678_RESERVE ZZSEQ FAULT
X=7716;#7716_RESERVE ZZSEQ FAULT
X=1554;#1554_RESERVE ZZSEQ FAULT
X=1559;#1559_RESERVE ZZSEQ FAULT
X=7714;#7714_RESERVE ZZSEQ FAULT
X=7677;#7677_RESERVE ZZSEQ FAULT
X=1606;#1606_RESERVE ZZSEQ FAULT
X=7690;#7690_RESERVE ZZSEQ FAULT
X=7676;#7676_RESERVE ZZSEQ FAULT
X=7651;#7651_RESERVE ZZSEQ FAULT
X=1862;#1862_R R AREL AREA RELEASED
X=2868;#2868_W TRQ R RVZ MILL REQUIRED
X=1755;#1755_RESERVE ZZSEQ FAULT
X=1736;#1736_RESERVE ZZSEQ FAULT
X=1734;#1734_RESERVE ZZSEQ FAULT
X=7600;#7600_RESERVE ZZSEQ FAULT
X=7542;#7542_RESERVE ZZSEQ FAULT
X=1768;#1768_RESERVE ZZSEQ FAULT
X=1197;#1197_RESERVE ZZSEQ FAULT
X=7599;#7599_RESERVE ZZSEQ FAULT
X=7934;#7934_RESERVE ZZSEQ FAULT
X=7524;#7524_MODULESTATUS ETHERNET CONTROLLER R FAIL ROBOT
X=1807;#1807_RESERVE ZZSEQ FAULT
X=7527;#7527_MODULESTATUS ETHERNET CONTROLLER R FAIL ROBOT
X=7570;#7570_RESERVE ZZSEQ FAULT
X=1808;#1808_X U RETPOSITION TRAY TOOL POSITION B
X=7528;#7528_MODULESTATUS ETHERNET CONTROLLER R FAIL ROBOT
X=1809;#1809_X U ADVPOSITION TOOL TRAY A POSITION
X=7325;#7325_THE S K DC RELAY OUTPUT DC
X=7559;#7559_THE M MODULESTATUS SAFETY FAULT ETHERNET PORTAO
X=7556;#7556_THE M MODULESTATUS SAFETY FAULT ETHERNET PORTAO
X=7805;#7805_RESERVE ZZSEQ FAULT
X=7555;#7555_THE M MODULESTATUS SAFETY FAULT ETHERNET PORTAO
X=7313;#7313_RESERVE ZZSEQ FAULT
X=7327;#7327_RESERVE ZZSEQ FAULT
X=7322;#7322_THE S K DC RELAY OUTPUT DC
X=7320;#7320_THE S K DC RELAY OUTPUT DC
X=7323;#7323_THE S K DC RELAY OUTPUT DC
X=7788;#7788_RESERVE ZZSEQ FAULT
X=7541;#7541_XX R MODULESTATUS ETHERNET CONTROLLER FAILURE ROBOT
X=7259;#7259_RESERVE ZZSEQ FAULT
X=7301;#7301_RESERVE ZZSEQ FAULT
X=7299;#7299_RESERVE ZZSEQ FAULT
X=7300;#7300_RESERVE ZZSEQ FAULT
X=7875;#7875_RESERVE ZZSEQ FAULT
X=2019;#2019_PREQ R R PROGRAM NUMBER REQUIRED
X=1998;#1998_R R HOMEP HOME POSITION
X=7872;#7872_RESERVE ZZSEQ FAULT
X=7763;#7763_RESERVE ZZSEQ FAULT
X=7463;#7463_R PS AR ROBOT OK
X=7782;#7782_RESERVE ZZSEQ FAULT
X=1999;#1999_R R HOMEP HOME POSITION
X=7297;#7297_RESERVE ZZSEQ FAULT
X=2050;#2050_R END MILL MANUAL
X=7279;#7279_THE S CHANNEL PORTAO SAFETY IN A FAILURE
X=7280;#7280_RESERVE ZZSEQ FAULT
X=2052;#2052_R END MILL MANUAL
X=2051;#2051_R END MILL MANUAL
X=2049;#2049_R END MILL MANUAL
X=2016;#2016_PREQ R R PROGRAM NUMBER REQUIRED
X=1901;#1901_W RC R WELD COUNTER RESET CONFIRMATION
X=833;#833_RESERVE ZZSEQ FAULT
X=7836;#7836_RESERVE ZZSEQ FAULT
X=7834;#7834_RESERVE ZZSEQ FAULT
X=7740;#7740_RESERVE ZZSEQ FAULT
X=7218;#7218_XX R LES THE EMERGENCY STOP ROBOT
X=7871;#7871_RESERVE ZZSEQ FAULT
X=7866;#7866_RESERVE ZZSEQ FAULT
X=7874;#7874_RESERVE ZZSEQ FAULT
X=7830;#7830_RESERVE ZZSEQ FAULT
X=7814;#7814_RESERVE ZZSEQ FAULT
X=7831;#7831_RESERVE ZZSEQ FAULT
X=7828;#7828_RESERVE ZZSEQ FAULT
X=7823;#7823_RESERVE ZZSEQ FAULT
X=7811;#7811_RESERVE ZZSEQ FAULT
X=7822;#7822_RESERVE ZZSEQ FAULT
X=7807;#7807_RESERVE ZZSEQ FAULT
X=7190;#7190_RESERVE ZZSEQ FAULT
X=2268;#2268_R R AREL AREA RELEASED
X=2301;#2301_R TREQ TOOL R RELEASED
X=7735;#7735_RESERVE ZZSEQ FAULT
X=7194;#7194_R LES THE EMERGENCY STOP ROBOT
X=7789;#7789_RESERVE ZZSEQ FAULT
X=7792;#7792_RESERVE ZZSEQ FAULT
X=7768;#7768_RESERVE ZZSEQ FAULT
X=2099;#2099_RESERVE ZZSEQ FAULT
X=10084;#10084_RESERVE ZZSEQ FAULT
X=7707;#7707_RESERVE ZZSEQ FAULT
X=10087;#10087_RESERVE ZZSEQ FAULT
X=7755;#7755_RESERVE ZZSEQ FAULT
X=1116;#1116_RESERVE ZZSEQ FAULT
X=7744;#7744_RESERVE ZZSEQ FAULT
X=7064;#7064_THE F BREAKER OK
X=7047;#7047_RESERVE ZZSEQ FAULT
X=7799;#7799_RESERVE ZZSEQ FAULT
X=7046;#7046_X AVM MODULESTATUS ETHERNET MODULE FAILURE STRATIX
X=2222;#2222_R R AREL AREA RELEASED
X=7042;#7042_X ASB MODULESTATUS ETHERNET MODULE FAILURE STRATIX
X=2224;#2224_R R AREL AREA RELEASED
X=2223;#2223_R R AREL AREA RELEASED
X=7742;#7742_RESERVE ZZSEQ FAULT
X=1487;#1487_RESERVE ZZSEQ FAULT
X=1486;#1486_RESERVE ZZSEQ FAULT
X=1484;#1484_RESERVE ZZSEQ FAULT
X=1485;#1485_RESERVE ZZSEQ FAULT
X=1488;#1488_RESERVE ZZSEQ FAULT
X=7691;#7691_RESERVE ZZSEQ FAULT
X=2366;#2366_RESERVE ZZSEQ FAULT
X=7029;#7029_RESERVE ZZSEQ FAULT
X=1504;#1504_RESERVE ZZSEQ FAULT
X=7024;#7024_X BSB MODULESTATUS ETHERNET MODULE FAILURE STRATIX
X=1506;#1506_RESERVE ZZSEQ FAULT
X=1509;#1509_RESERVE ZZSEQ FAULT
X=7728;#7728_RESERVE ZZSEQ FAULT
X=7025;#7025_X BSB MODULESTATUS ETHERNET MODULE FAILURE STRATIX
X=1296;#1296_ZZSEQ INPOS AGUARD PRESENCE OF PECA B
X=7724;#7724_RESERVE ZZSEQ FAULT
X=7010;#7010_X NSB MODULESTATUS ETHERNET MODULE FAILURE STRATIX
X=7013;#7013_X ASB MODULESTATUS ETHERNET MODULE FAILURE STRATIX
X=910;#910_RESERVE ZZSEQ FAULT
X=1165;#1165_RESERVE ZZSEQ FAULT
X=7706;#7706_RESERVE ZZSEQ FAULT
X=1162;#1162_RESERVE ZZSEQ FAULT
X=1303;#1303_ZZSEQ INPOS AGUARD CLIP B GROUP CLOSED
X=10195;#10195_RESERVE ZZSEQ FAULT
X=7715;#7715_RESERVE ZZSEQ FAULT
X=7711;#7711_RESERVE ZZSEQ FAULT
X=6303;#6303_REWINDS
X=7695;#7695_RESERVE ZZSEQ FAULT
X=6291;#6291_AGUA
X=1640;#1640_RESERVE ZZSEQ FAULT
X=1635;#1635_RESERVE ZZSEQ FAULT
X=6305;#6305_STEP
X=1634;#1634_RESERVE ZZSEQ FAULT
X=1636;#1636_RESERVE ZZSEQ FAULT
X=6012;#6012_ENABLE
X=850;#850_RESERVE ZZSEQ FAULT
X=7712;#7712_RESERVE ZZSEQ FAULT
X=5173;#5173_FAULT
X=5193;#5193_FAULT
X=7011;#7011_X NSB MODULESTATUS ETHERNET MODULE FAILURE STRATIX
X=5190;#5190_FAULT
X=1331;#1331_ZZSEQ INPOS AGUARD PIN GROUP B ADVANCED
X=2714;#2714_PROC W R RVZ FAILURE OF WELDING
X=5223;#5223_FAULT
X=5226;#5226_FAULT
X=982;#982_RESERVE ZZSEQ FAULT
X=1802;#1802_RESERVE ZZSEQ FAULT
X=7639;#7639_RESERVE ZZSEQ FAULT
X=12012;#12012_R
X=7671;#7671_ZZSEQ NOMODE NO WAY
X=7601;#7601_RESERVE ZZSEQ FAULT
X=5204;#5204_FAULT
X=1899;#1899_W RC R WELD COUNTER RESET CONFIRMATION
X=7575;#7575_RESERVE ZZSEQ FAULT
X=1898;#1898_W RC R WELD COUNTER RESET CONFIRMATION
X=1904;#1904_R DESEL ROBOTT DESELECTED
X=1903;#1903_R DESEL ROBOTT DESELECTED
X=7660;#7660_RESERVE ZZSEQ FAULT
X=7656;#7656_RESERVE ZZSEQ FAULT
X=7654;#7654_RESERVE ZZSEQ FAULT
X=7649;#7649_RESERVE ZZSEQ FAULT
X=7645;#7645_RESERVE ZZSEQ FAULT
X=2084;#2084_R END HOME MANUAL
X=2083;#2083_R END HOME MANUAL
X=7551;#7551_THE M MODULESTATUS SAFETY FAULT ETHERNET CMU
X=2080;#2080_R END HOME MANUAL
X=7552;#7552_THE M MODULESTATUS SAFETY FAULT ETHERNET CMU
X=7641;#7641_XU ADVANCEOT TRAY TOOL FIXTURE AT WORK POSITION
X=2079;#2079_RESERVE ZZSEQ FAULT
X=7647;#7647_RESERVE ZZSEQ FAULT
X=7531;#7531_XX R MODULESTATUS ETHERNET CONTROLLER FAILURE ROBOT
X=7608;#7608_THE S F TEMPERATURE OK
X=7526;#7526_MODULESTATUS ETHERNET CONTROLLER R FAIL ROBOT
X=746;#746_RESERVE ZZSEQ FAULT
X=7363;#7363_R APPESTOPROUT THE EMERGENCY STOP TIMER WELDING
X=1588;#1588_RESERVE ZZSEQ FAULT
X=7595;#7595_RESERVE ZZSEQ FAULT
X=7568;#7568_THE M MODULESTATUS FAULT ETHERNET TOOLTRAY SAFETY
X=2743;#2743_W KSR R RVZ SEMKSR
X=2367;#2367_RESERVE ZZSEQ FAULT
X=7470;#7470_THE APS DEVICE OK AR
X=7448;#7448_RESERVE ZZSEQ FAULT
X=2669;#2669_R DESELECTED
X=2724;#2724_PROC W R RVZ FAILURE OF WELDING
X=2839;#2839_R RVZ AIR PRESSURE
X=7537;#7537_XX R MODULESTATUS ETHERNET CONTROLLER FAILURE ROBOT
X=2715;#2715_PROC W R RVZ FAILURE OF WELDING
X=763;#763_RESERVE ZZSEQ FAULT
X=7424;#7424_R VM BYT DIAGNOSTIC FAILURE OF POWER SUPPLY DETECTED
X=2589;#2589_R R JRDY WORK READY
X=2519;#2519_R R JRDY WORK READY
X=2644;#2644_RESERVE ZZSEQ FAULT
X=7530;#7530_XX R MODULESTATUS ETHERNET CONTROLLER FAILURE ROBOT
X=652;#652_RESERVE ZZSEQ FAULT
X=2528;#2528_R R JRDY WORK READY
X=2650;#2650_RESERVE ZZSEQ FAULT
X=2645;#2645_RESERVE ZZSEQ FAULT
X=7310;#7310_RESERVE ZZSEQ FAULT
X=841;#841_RESERVE ZZSEQ FAULT
X=2356;#2356_R TREQ TOOL R RELEASED
X=745;#745_RESERVE ZZSEQ FAULT
X=941;#941_RESERVE ZZSEQ FAULT
X=7976;#7976_RESERVE ZZSEQ FAULT
X=1838;#1838_RESERVE ZZSEQ FAULT
X=1622;#1622_RESERVE ZZSEQ FAULT
X=1597;#1597_RESERVE ZZSEQ FAULT
X=1564;#1564_RESERVE ZZSEQ FAULT
X=1937;#1937_R R ON PATH PATH
X=1996;#1996_R R HOMEP HOME POSITION
X=1864;#1864_R R AREL AREA RELEASED
X=1733;#1733_RESERVE ZZSEQ FAULT
X=1557;#1557_RESERVE ZZSEQ FAULT
X=1623;#1623_RESERVE ZZSEQ FAULT
X=1767;#1767_RESERVE ZZSEQ FAULT
X=2057;#2057_R END MILL MANUAL
X=1765;#1765_RESERVE ZZSEQ FAULT
X=2025;#2025_PREQ R R PROGRAM NUMBER REQUIRED
X=2073;#2073_RESERVE ZZSEQ FAULT
X=5186;#5186_FAULT
X=3094;#3094_RESERVE ZZSEQ FAULT
X=1831;#1831_RESERVE ZZSEQ FAULT
X=1612;#1612_RESERVE ZZSEQ FAULT
X=3321;#3321_ROBOT CHECKS R RELEASED
X=1774;#1774_RESERVE ZZSEQ FAULT
X=1546;#1546_RESERVE ZZSEQ FAULT
X=1865;#1865_R R AREL AREA RELEASED
X=1995;#1995_R R HOMEP HOME POSITION
X=1738;#1738_RESERVE ZZSEQ FAULT
X=1941;#1941_R R DRIVES DRIVE
X=2007;#2007_R R HOMEP HOME POSITION
X=2043;#2043_R NNR STROBE STROBE IN MLEAD
X=1560;#1560_RESERVE ZZSEQ FAULT
X=1830;#1830_RESERVE ZZSEQ FAULT
X=2915;#2915_G S R RVZ CALIPER FAILURE OF SPEED OF FRES
X=1790;#1790_RESERVE ZZSEQ FAULT
X=1869;#1869_R R AREL AREA RELEASED
X=7098;#7098_THE S CHANNEL EMERGENCY STOP PV
X=2024;#2024_PREQ R R PROGRAM NUMBER REQUIRED
X=2804;#2804_W S R RVZ WATER FLOW
X=2741;#2741_W KSR R RVZ SEMKSR
X=2797;#2797_R RVZ CALIPER TEMPERATURE EXCEEDED
X=2800;#2800_R RVZ CALIPER TEMPERATURE EXCEEDED
X=2826;#2826_R RVZ AIR PRESSURE
X=2824;#2824_W S R RVZ WATER FLOW
X=2828;#2828_R RVZ AIR PRESSURE
X=2803;#2803_R RVZ CALIPER TEMPERATURE EXCEEDED
X=2829;#2829_R RVZ AIR PRESSURE
X=2825;#2825_W S R RVZ WATER FLOW
X=2835;#2835_R RVZ AIR PRESSURE
X=2837;#2837_R RVZ AIR PRESSURE
X=2844;#2844_R RVZ AIR PRESSURE
X=1729;#1729_RESERVE ZZSEQ FAULT
X=2838;#2838_R RVZ AIR PRESSURE
X=2796;#2796_R RVZ CALIPER TEMPERATURE EXCEEDED
X=653;#653_RESERVE ZZSEQ FAULT
X=2822;#2822_W S R RVZ WATER FLOW
X=2832;#2832_R RVZ AIR PRESSURE
X=2831;#2831_R RVZ AIR PRESSURE
X=2843;#2843_R RVZ AIR PRESSURE
X=2840;#2840_R RVZ AIR PRESSURE
X=2823;#2823_W S R RVZ WATER FLOW
X=2793;#2793_W S R RVZ CALIPER TEMPERATURE EXCEEDED
X=7333;#7333_THE K AS A RELAY OUTPUT FIXT
X=625;#625_THE SE TOOL TRAY MOTOR HIGH TEMPERATURE
X=2953;#2953_W CHG REPLACEMENT ELECTRODE
X=5093;#5093_FAULT
X=2952;#2952_W CHG REPLACEMENT ELECTRODE
X=3010;#3010_RESERVE ZZSEQ FAULT
X=2985;#2985_RESERVE ZZSEQ FAULT
X=3002;#3002_RESERVE ZZSEQ FAULT
X=2995;#2995_RESERVE ZZSEQ FAULT
X=2993;#2993_RESERVE ZZSEQ FAULT
X=3003;#3003_RESERVE ZZSEQ FAULT
X=2996;#2996_RESERVE ZZSEQ FAULT
X=3011;#3011_RESERVE ZZSEQ FAULT
X=3006;#3006_RESERVE ZZSEQ FAULT
X=2999;#2999_RESERVE ZZSEQ FAULT
X=3022;#3022_RESERVE ZZSEQ FAULT
X=2992;#2992_RESERVE ZZSEQ FAULT
X=1630;#1630_RESERVE ZZSEQ FAULT
X=3038;#3038_RESERVE ZZSEQ FAULT
X=3050;#3050_RESERVE ZZSEQ FAULT
X=3040;#3040_RESERVE ZZSEQ FAULT
X=3043;#3043_R WELDING WELDING READY
X=3034;#3034_RESERVE ZZSEQ FAULT
X=3028;#3028_RESERVE ZZSEQ FAULT
X=3026;#3026_RESERVE ZZSEQ FAULT
X=3046;#3046_R WELDING WELDING READY
X=3019;#3019_THE AWAITING RELEASE OPERATOR
X=3023;#3023_RESERVE ZZSEQ FAULT
X=3041;#3041_RESERVE ZZSEQ FAULT
X=3121;#3121_RESERVE ZZSEQ FAULT
X=3031;#3031_RESERVE ZZSEQ FAULT
X=3000;#3000_RESERVE ZZSEQ FAULT
X=3029;#3029_RESERVE ZZSEQ FAULT
X=3047;#3047_R WELDING WELDING READY
X=3032;#3032_RESERVE ZZSEQ FAULT
X=3015;#3015_RESERVE ZZSEQ FAULT
X=868;#868_RESERVE ZZSEQ FAULT
X=3033;#3033_RESERVE ZZSEQ FAULT
X=3052;#3052_RESERVE ZZSEQ FAULT
X=3016;#3016_RESERVE ZZSEQ FAULT
X=3024;#3024_RESERVE ZZSEQ FAULT
X=3042;#3042_R WELDING WELDING READY
X=3009;#3009_THE S STARTER BUTTON
X=3027;#3027_RESERVE ZZSEQ FAULT
X=3044;#3044_R WELDING WELDING READY
X=3018;#3018_THE AWAITING RELEASE OPERATOR
X=3036;#3036_RESERVE ZZSEQ FAULT
X=3013;#3013_RESERVE ZZSEQ FAULT
X=3039;#3039_RESERVE ZZSEQ FAULT
X=3138;#3138_R R BNOK BATTERY
X=2951;#2951_W CHG REPLACEMENT ELECTRODE
X=3146;#3146_RESERVE ZZSEQ FAULT
X=3148;#3148_RESERVE ZZSEQ FAULT
X=3125;#3125_RESERVE ZZSEQ FAULT
X=3118;#3118_ZZSEQ QUICKSTOPREQ REQUIRED FAST STOP
X=3147;#3147_RESERVE ZZSEQ FAULT
X=3133;#3133_RESERVE ZZSEQ FAULT
X=3120;#3120_RESERVE ZZSEQ FAULT
X=3116;#3116_ZZSEQ FEOCREACHED END OF CYCLE REACHED
X=3139;#3139_R R BNOK BATTERY
X=3144;#3144_X U HISPDLATCH HIGH SPEED
X=3150;#3150_RESERVE ZZSEQ FAULT
X=3136;#3136_USER WORD PLC BATTERY
X=3128;#3128_RESERVE ZZSEQ FAULT
X=3119;#3119_RESERVE ZZSEQ FAULT
X=3130;#3130_RESERVE ZZSEQ FAULT
X=3134;#3134_RESERVE ZZSEQ FAULT
X=3122;#3122_RESERVE ZZSEQ FAULT
X=3124;#3124_RESERVE ZZSEQ FAULT
X=3145;#3145_RESERVE ZZSEQ FAULT
X=3117;#3117_ZZSEQ FQUICKSTOPREACHE ACHIEVED FAST STOP
X=3126;#3126_ZZSEQ FWAITCENTRSTART WAITING GAME CENTAL
X=3140;#3140_R R BNOK BATTERY
X=1036;#1036_RESERVE ZZSEQ FAULT
X=3129;#3129_RESERVE ZZSEQ FAULT
X=1581;#1581_RESERVE ZZSEQ FAULT
X=3154;#3154_RESERVE ZZSEQ FAULT
X=3172;#3172_RESERVE ZZSEQ FAULT
X=1585;#1585_RESERVE ZZSEQ FAULT
X=1639;#1639_RESERVE ZZSEQ FAULT
X=3157;#3157_RESERVE ZZSEQ FAULT
X=1580;#1580_RESERVE ZZSEQ FAULT
X=3156;#3156_RESERVE ZZSEQ FAULT
X=1582;#1582_RESERVE ZZSEQ FAULT
X=3174;#3174_RESERVE ZZSEQ FAULT
X=1584;#1584_RESERVE ZZSEQ FAULT
X=3175;#3175_RESERVE ZZSEQ FAULT
X=3158;#3158_RESERVE ZZSEQ FAULT
X=1577;#1577_RESERVE ZZSEQ FAULT
X=1590;#1590_RESERVE ZZSEQ FAULT
X=1629;#1629_RESERVE ZZSEQ FAULT
X=1633;#1633_RESERVE ZZSEQ FAULT
X=3171;#3171_RESERVE ZZSEQ FAULT
X=3152;#3152_SB FLT FILTER WATER BLOCKED
X=1589;#1589_RESERVE ZZSEQ FAULT
X=1591;#1591_RESERVE ZZSEQ FAULT
X=1575;#1575_RESERVE ZZSEQ FAULT
X=3189;#3189_RESERVE ZZSEQ FAULT
X=1643;#1643_RESERVE ZZSEQ FAULT
X=1592;#1592_RESERVE ZZSEQ FAULT
X=3159;#3159_RESERVE ZZSEQ FAULT
X=1645;#1645_RESERVE ZZSEQ FAULT
X=1637;#1637_RESERVE ZZSEQ FAULT
X=3187;#3187_RESERVE ZZSEQ FAULT
X=3177;#3177_RESERVE ZZSEQ FAULT
X=1631;#1631_RESERVE ZZSEQ FAULT
X=3169;#3169_THE R TIPDN EXCHANGE OF ELECTRODE
X=1627;#1627_RESERVE ZZSEQ FAULT
X=3153;#3153_RESERVE ZZSEQ FAULT
X=1644;#1644_RESERVE ZZSEQ FAULT
X=3178;#3178_RESERVE ZZSEQ FAULT
X=1646;#1646_RESERVE ZZSEQ FAULT
X=3176;#3176_RESERVE ZZSEQ FAULT
X=3180;#3180_RESERVE ZZSEQ FAULT
X=1632;#1632_RESERVE ZZSEQ FAULT
X=845;#845_RESERVE ZZSEQ FAULT
X=1628;#1628_RESERVE ZZSEQ FAULT
X=1579;#1579_RESERVE ZZSEQ FAULT
X=3190;#3190_RESERVE ZZSEQ FAULT
X=3135;#3135_RESERVE ZZSEQ FAULT
X=1625;#1625_RESERVE ZZSEQ FAULT
X=2310;#2310_R TREQ TOOL R RELEASED
X=2314;#2314_R TREQ TOOL R RELEASED
X=2259;#2259_R R AREL AREA RELEASED
X=1855;#1855_RESERVE ZZSEQ FAULT
X=2155;#2155_R R AREL AREA RELEASED
X=2195;#2195_R R AREL AREA RELEASED
X=2186;#2186_R R AREL AREA RELEASED
X=1947;#1947_R R DRIVES DRIVE
X=3342;#3342_SPARE
X=3354;#3354_SPARE
X=3340;#3340_SPARE
X=3370;#3370_SPARE
X=3369;#3369_SPARE
